Gender,Age,Openness,Neuroticism,Conscientiousness,Agreeableness,Extraversion,Personality (Class label)
Female,49,10,2,2,5,7,Extraverted
Male,56,6,4,6,3,5,Serious
Female,27,8,7,1,8,7,Dependable
Male,47,10,10,5,9,7,Extraverted
Female,25,7,8,6,6,1,Dependable
Male,56,3,3,8,4,1,Serious
Female,47,8,8,4,8,6,Extraverted
Male,61,5,9,10,1,3,Serious
Female,25,5,8,1,9,4,Dependable
Male,53,5,4,8,2,5,Extraverted
Female,36,8,10,9,8,8,Responsible
Male,48,1,5,9,1,5,Extraverted
Female,56,5,3,2,7,8,Serious
Male,43,5,6,3,5,1,Extraverted
Female,23,5,9,10,6,2,Dependable
Male,58,8,2,9,5,4,Serious
Female,43,3,4,7,10,6,Extraverted
Male,32,4,3,7,2,6,Lively
Female,31,3,10,4,3,2,Lively
Male,54,8,7,8,3,7,Serious
Female,57,1,7,2,10,4,Serious
Male,51,9,4,10,9,9,Extraverted
Female,44,1,7,2,7,1,Extraverted
Male,48,3,1,2,1,10,Extraverted
Female,64,3,2,8,6,10,Serious
Male,33,4,1,10,6,2,Lively
Female,22,8,10,3,9,2,Dependable
Male,41,1,8,3,2,6,Lively
Female,59,2,9,6,3,1,Serious
Male,40,5,6,3,4,8,Lively
Female,28,2,10,9,6,9,Lively
Male,19,8,4,3,2,4,Dependable
Female,59,3,2,2,1,7,Serious
Male,46,5,9,2,10,8,Extraverted
Female,19,8,9,5,8,3,Dependable
Male,45,2,6,5,10,4,Extraverted
Female,61,9,7,3,1,9,Serious
Male,35,5,10,10,5,6,Lively
Female,62,2,5,2,6,2,Serious
Male,21,8,7,5,6,3,Dependable
Female,26,5,6,9,8,6,Dependable
Male,19,4,6,8,2,7,Dependable
Female,56,6,6,2,2,1,Serious
Male,22,5,3,8,8,1,Dependable
Female,20,7,3,10,2,2,Dependable
Male,54,1,1,5,8,3,Extraverted
Female,29,4,2,3,8,6,Dependable
Male,26,10,8,3,8,6,Dependable
Female,63,8,6,1,1,6,Serious
Male,34,4,3,2,8,5,Lively
Female,57,8,6,4,3,4,Serious
Male,40,10,1,8,5,7,Responsible
Female,42,8,5,6,1,10,Responsible
Male,62,5,2,1,5,10,Serious
Female,22,4,6,6,9,1,Dependable
Male,29,6,10,3,5,8,Dependable
Female,47,5,9,7,4,8,Extraverted
Male,22,5,2,3,2,7,Dependable
Female,42,10,7,5,10,6,Responsible
Male,49,6,3,2,7,10,Extraverted
Female,51,1,7,2,8,8,Extraverted
Male,22,3,1,8,7,4,Dependable
Female,21,8,4,6,9,8,Dependable
Male,41,5,3,8,2,10,Lively
Female,56,9,4,3,4,10,Serious
Male,40,7,3,7,7,1,Responsible
Female,38,5,3,10,6,2,Lively
Male,42,5,2,3,6,8,Extraverted
Female,33,6,2,5,5,7,Lively
Male,50,2,10,3,7,6,Extraverted
Female,45,2,1,7,6,6,Extraverted
Male,47,7,4,6,9,8,Extraverted
Female,42,9,10,3,8,6,Responsible
Male,33,3,10,10,10,5,Lively
Female,29,3,6,10,4,3,Lively
Male,21,6,9,4,2,4,Dependable
Female,44,9,6,6,10,2,Responsible
Male,32,1,3,10,10,1,Lively
Female,19,3,8,10,10,6,Dependable
Male,26,3,8,8,4,3,Dependable
Female,38,8,4,5,1,2,Responsible
Male,60,2,7,5,10,8,Serious
Female,51,6,5,2,9,5,Extraverted
Male,64,2,3,10,1,4,Serious
Female,32,10,8,5,6,2,Responsible
Male,31,9,7,4,6,3,Responsible
Female,21,9,5,2,10,3,Dependable
Male,37,6,7,6,9,5,Responsible
Female,40,2,6,6,1,6,Lively
Male,46,9,2,7,9,5,Extraverted
Female,51,4,2,2,3,2,Extraverted
Male,27,4,8,7,3,10,Dependable
Female,46,4,9,7,1,7,Extraverted
Male,60,4,4,4,3,7,Serious
Female,23,10,8,4,1,9,Dependable
Male,52,5,5,7,7,10,Extraverted
Female,64,3,4,3,6,2,Serious
Male,39,7,9,10,5,3,Responsible
Female,51,4,5,8,5,10,Extraverted
Male,20,2,2,9,7,10,Dependable
Female,46,8,3,8,6,9,Extraverted
Male,43,1,2,6,7,7,Extraverted
Female,51,5,4,9,8,2,Extraverted
Male,49,5,5,1,2,9,Extraverted
Female,26,8,9,9,3,8,Dependable
Male,40,8,8,10,3,4,Responsible
Female,41,9,1,1,3,10,Responsible
Male,56,10,4,2,7,4,Serious
Female,23,4,7,10,6,5,Dependable
Male,33,8,6,2,3,7,Responsible
Female,58,10,3,8,3,4,Serious
Male,43,2,8,10,3,6,Extraverted
Female,62,1,9,10,4,10,Serious
Male,46,5,2,2,6,6,Extraverted
Female,39,10,1,8,7,10,Responsible
Male,51,8,10,10,5,7,Extraverted
Female,35,7,5,9,6,2,Responsible
Male,40,5,10,10,2,3,Responsible
Female,28,5,4,2,5,7,Dependable
Male,56,5,10,2,2,9,Serious
Female,23,1,4,8,1,7,Dependable
Male,19,7,6,5,9,8,Dependable
Female,55,1,2,4,10,1,Serious
Male,22,3,4,9,2,9,Dependable
Female,63,9,10,4,7,7,Serious
Male,24,7,2,10,3,9,Dependable
Female,49,1,7,2,5,4,Extraverted
Male,48,3,1,6,2,10,Extraverted
Female,26,3,9,4,3,2,Dependable
Male,49,3,4,5,1,1,Extraverted
Female,42,5,1,3,6,10,Extraverted
Male,56,6,2,3,4,10,Serious
Female,44,10,2,2,1,1,Responsible
Male,61,10,4,2,6,3,Serious
Female,62,3,6,9,8,7,Serious
Male,64,8,1,9,5,1,Serious
Female,19,2,6,2,5,8,Dependable
Male,34,10,3,4,1,3,Responsible
Female,48,4,10,8,9,5,Extraverted
Male,48,8,8,2,9,4,Extraverted
Female,59,3,3,4,4,8,Serious
Male,40,4,1,1,7,1,Responsible
Female,42,6,3,2,6,2,Responsible
Male,64,10,1,9,10,6,Serious
Female,56,8,7,5,7,7,Serious
Male,56,6,2,1,3,3,Serious
Female,31,1,3,4,5,10,Lively
Male,19,10,1,2,2,10,Dependable
Female,55,1,5,5,9,10,Extraverted
Male,61,6,7,3,1,7,Serious
Female,54,3,4,6,9,9,Extraverted
Male,56,3,2,7,3,9,Serious
Female,49,7,8,9,3,2,Extraverted
Male,20,1,2,2,7,9,Dependable
Female,39,3,10,9,7,8,Lively
Male,44,5,2,3,10,3,Extraverted
Female,18,3,7,6,1,6,Dependable
Male,42,8,2,7,1,8,Responsible
Female,44,10,6,6,1,8,Responsible
Male,32,2,3,4,5,3,Lively
Female,47,6,5,6,5,3,Extraverted
Male,60,5,6,10,9,2,Serious
Female,53,7,5,6,9,8,Extraverted
Male,59,1,4,5,9,10,Serious
Female,48,4,1,6,1,9,Extraverted
Male,36,2,1,4,2,1,Lively
Female,36,3,4,8,7,7,Lively
Male,47,2,9,7,5,10,Extraverted
Female,46,2,4,5,8,6,Extraverted
Male,54,4,8,5,6,10,Extraverted
Female,55,8,2,9,4,4,Serious
Male,22,6,3,8,10,6,Dependable
Female,40,8,1,7,6,3,Responsible
Male,57,8,7,7,6,2,Serious
Female,52,7,1,5,9,3,Extraverted
Male,18,3,9,6,10,3,Dependable
Female,25,1,5,10,9,7,Dependable
Male,19,6,4,4,10,9,Dependable
Female,32,1,9,2,6,2,Lively
Male,55,10,9,4,4,5,Serious
Female,20,9,3,6,10,8,Dependable
Male,50,7,3,1,1,8,Extraverted
Female,32,5,7,7,2,3,Lively
Male,57,10,1,3,8,9,Serious
Female,40,1,3,8,10,5,Lively
Male,43,5,1,7,1,8,Extraverted
Female,27,7,9,3,5,2,Dependable
Male,52,7,5,3,9,9,Extraverted
Female,37,10,2,10,9,5,Responsible
Male,35,1,9,10,8,9,Lively
Female,25,5,5,6,1,6,Dependable
Male,25,7,9,9,10,2,Dependable
Female,44,1,10,1,10,9,Extraverted
Male,58,4,3,7,5,1,Serious
Female,34,6,9,1,6,2,Responsible
Male,58,1,3,2,3,4,Serious
Female,44,9,2,4,10,1,Responsible
Male,57,7,5,5,10,7,Serious
Female,38,5,1,4,4,3,Responsible
Male,21,9,10,10,10,9,Dependable
Female,20,10,2,10,8,7,Dependable
Male,18,8,5,7,2,1,Dependable
Female,51,1,6,3,10,8,Extraverted
Male,60,4,2,10,6,9,Serious
Female,44,6,4,7,4,9,Extraverted
Male,52,2,9,2,3,2,Extraverted
Female,63,3,10,10,7,8,Serious
Male,39,1,10,8,9,4,Lively
Female,64,7,5,3,3,8,Serious
Male,22,4,6,1,5,9,Dependable
Female,21,1,6,10,2,8,Dependable
Male,18,10,3,2,7,6,Dependable
Female,34,1,9,2,8,4,Lively
Male,61,10,10,1,7,4,Serious
Female,33,3,6,9,4,4,Lively
Male,22,4,5,3,10,2,Dependable
Female,36,4,8,9,5,2,Lively
Male,26,6,10,8,8,8,Dependable
Female,39,10,9,9,4,2,Responsible
Male,58,1,1,2,3,8,Serious
Female,35,1,3,8,8,3,Lively
Male,18,2,3,5,1,1,Dependable
Female,49,2,4,8,1,4,Extraverted
Male,49,3,8,5,2,8,Extraverted
Female,62,7,10,8,2,1,Serious
Male,21,5,4,5,4,4,Dependable
Female,33,3,1,10,4,2,Lively
Male,35,3,4,5,4,8,Lively
Female,24,3,9,9,8,4,Dependable
Male,39,8,8,4,7,4,Responsible
Female,21,7,4,9,7,3,Dependable
Male,45,9,1,2,2,6,Responsible
Female,21,2,9,2,2,4,Dependable
Male,51,1,9,2,1,6,Extraverted
Female,55,9,6,6,1,1,Serious
Male,30,6,5,2,4,1,Dependable
Female,60,5,4,2,4,7,Serious
Male,26,2,2,2,3,7,Dependable
Female,63,10,8,4,1,3,Serious
Male,33,5,8,10,7,8,Lively
Female,29,10,9,3,7,7,Dependable
Male,57,5,3,8,8,4,Serious
Female,54,3,8,3,8,4,Extraverted
Male,55,3,6,5,1,7,Serious
Female,61,5,6,4,4,2,Serious
Male,52,6,5,7,9,1,Extraverted
Female,40,3,5,2,3,5,Lively
Male,49,2,8,7,2,9,Extraverted
Female,34,10,3,1,5,5,Responsible
Male,49,5,7,1,1,9,Extraverted
Female,36,1,6,8,4,1,Lively
Male,47,10,4,7,7,9,Extraverted
Female,18,3,1,7,6,7,Dependable
Male,47,5,5,4,3,5,Extraverted
Female,53,10,9,9,7,5,Serious
Male,54,1,3,5,6,9,Extraverted
Female,49,9,10,9,9,4,Extraverted
Male,40,8,1,7,8,10,Responsible
Female,31,6,10,2,2,3,Lively
Male,44,8,3,1,6,3,Responsible
Female,45,2,6,6,1,10,Extraverted
Male,47,8,6,1,4,8,Extraverted
Female,43,3,5,2,4,1,Extraverted
Male,24,8,8,10,5,7,Dependable
Female,50,3,7,3,8,9,Extraverted
Male,45,5,2,5,4,6,Extraverted
Female,59,8,4,2,6,8,Serious
Male,44,2,8,3,4,10,Extraverted
Female,56,6,2,6,10,5,Serious
Male,27,5,4,4,1,5,Dependable
Female,29,7,2,1,5,3,Dependable
Male,35,5,6,1,8,2,Lively
Female,54,6,8,10,8,2,Serious
Male,62,6,6,1,1,2,Serious
Female,60,1,2,6,2,6,Serious
Male,28,5,5,5,7,7,Dependable
Female,56,1,8,2,6,1,Serious
Male,53,2,3,2,6,9,Extraverted
Female,27,6,9,1,9,9,Dependable
Male,32,8,5,10,1,10,Responsible
Female,25,9,8,5,6,8,Dependable
Male,27,8,3,6,8,5,Dependable
Female,23,9,4,10,6,3,Dependable
Male,24,1,3,4,3,10,Dependable
Female,51,6,4,9,10,9,Extraverted
Male,56,4,8,3,2,5,Serious
Female,60,5,9,10,10,4,Serious
Male,56,7,9,8,4,1,Serious
Female,42,4,7,9,9,7,Extraverted
Male,45,8,10,1,5,9,Extraverted
Female,45,4,6,10,1,10,Extraverted
Male,51,5,7,3,4,5,Extraverted
Female,25,5,1,8,7,4,Dependable
Male,56,8,2,7,7,2,Serious
Female,42,4,10,5,10,5,Extraverted
Male,44,10,2,1,5,6,Responsible
Female,54,6,5,4,9,6,Serious
Male,33,7,3,5,7,10,Lively
Female,52,8,9,10,8,9,Extraverted
Male,60,7,7,6,9,9,Serious
Female,63,5,8,2,5,5,Serious
Male,30,2,3,6,3,3,Lively
Female,35,10,4,8,5,8,Responsible
Male,35,6,4,7,6,10,Lively
Female,59,5,7,2,3,8,Serious
Male,54,1,2,7,9,10,Extraverted
Female,23,4,2,7,5,9,Dependable
Male,47,8,9,8,2,8,Extraverted
Female,38,9,3,5,9,7,Responsible
Male,19,7,8,8,10,9,Dependable
Female,37,6,7,7,8,10,Lively
Male,44,4,7,4,4,6,Extraverted
Female,50,4,3,5,4,10,Extraverted
Male,43,4,8,1,6,3,Extraverted
Female,18,6,5,10,7,8,Dependable
Male,63,1,4,5,10,7,Serious
Female,30,1,2,4,9,6,Lively
Male,21,8,3,8,8,5,Dependable
Female,56,3,3,2,10,2,Serious
Male,56,10,7,9,10,2,Serious
Female,56,1,4,9,7,4,Serious
Male,62,5,6,6,9,7,Serious
Female,30,7,9,2,6,5,Dependable
Male,31,5,7,5,8,1,Lively
Female,57,9,9,9,10,2,Serious
Male,46,10,8,7,2,3,Responsible
Female,45,1,7,7,9,10,Extraverted
Male,39,4,1,6,4,7,Lively
Female,53,9,1,1,6,4,Serious
Male,34,7,5,3,1,8,Responsible
Female,51,6,8,9,10,7,Extraverted
Male,26,4,4,1,6,2,Dependable
Female,53,5,9,10,2,1,Extraverted
Male,59,4,5,4,6,7,Serious
Female,36,1,8,7,2,4,Lively
Male,20,2,3,10,8,7,Dependable
Female,62,4,1,2,10,10,Serious
Male,28,1,9,6,10,5,Lively
Female,40,7,1,4,7,10,Responsible
Male,58,9,4,10,2,9,Serious
Female,51,4,7,2,2,8,Extraverted
Male,24,9,3,3,3,3,Dependable
Female,62,1,1,3,3,1,Serious
Male,61,5,10,8,3,5,Serious
Female,25,2,2,7,7,8,Dependable
Male,39,7,5,6,8,6,Responsible
Female,42,9,9,1,10,5,Responsible
Male,52,3,2,6,6,9,Extraverted
Female,59,10,9,4,6,5,Serious
Male,64,9,9,5,9,2,Serious
Female,18,3,4,8,2,1,Dependable
Male,20,6,2,3,5,3,Dependable
Female,34,4,6,2,5,4,Lively
Male,46,5,5,9,10,6,Extraverted
Female,21,4,7,2,8,3,Dependable
Male,19,2,3,1,1,7,Dependable
Female,46,1,10,6,7,6,Extraverted
Male,29,9,7,4,1,7,Dependable
Female,23,9,5,4,5,1,Dependable
Male,45,7,6,1,9,3,Extraverted
Female,52,7,1,2,6,2,Extraverted
Male,63,10,2,7,1,10,Serious
Female,46,8,2,4,6,8,Extraverted
Male,22,4,4,8,4,8,Dependable
Female,53,6,3,4,7,8,Extraverted
Male,50,7,5,7,7,2,Extraverted
Female,20,6,9,5,6,8,Dependable
Male,25,5,1,2,10,6,Dependable
Female,46,6,7,9,5,10,Extraverted
Male,45,7,6,6,6,2,Extraverted
Female,52,8,9,9,4,8,Extraverted
Male,22,4,2,8,5,3,Dependable
Female,43,6,4,6,1,6,Extraverted
Male,39,8,4,1,8,1,Responsible
Female,64,5,1,5,9,1,Serious
Male,38,3,10,10,4,9,Lively
Female,47,5,1,10,4,6,Extraverted
Male,36,9,9,1,1,7,Responsible
Female,18,4,3,7,9,7,Dependable
Male,38,2,2,9,2,8,Lively
Female,36,6,4,3,4,10,Lively
Male,61,1,7,8,1,3,Serious
Female,54,2,10,6,9,1,Extraverted
Male,34,3,4,2,7,4,Lively
Female,42,6,1,5,9,6,Responsible
Male,18,6,8,5,1,8,Dependable
Female,23,5,8,7,7,3,Dependable
Male,29,1,10,6,10,2,Lively
Female,38,3,3,8,10,2,Lively
Male,42,2,5,8,7,1,Lively
Female,36,10,8,8,5,9,Responsible
Male,36,4,5,7,4,8,Lively
Female,60,1,2,9,5,4,Serious
Male,50,4,9,8,3,8,Extraverted
Female,37,1,8,6,4,6,Lively
Male,25,4,9,7,7,4,Dependable
Female,51,3,7,1,1,10,Extraverted
Male,23,10,5,1,1,10,Dependable
Female,40,6,1,7,4,7,Responsible
Male,33,1,5,8,5,2,Lively
Female,53,3,4,5,6,9,Extraverted
Male,52,3,8,7,10,4,Extraverted
Female,64,10,9,10,1,8,Serious
Male,25,4,9,7,6,2,Dependable
Female,60,6,6,4,2,5,Serious
Male,50,9,1,5,7,9,Extraverted
Female,48,6,1,3,5,10,Extraverted
Male,53,4,5,4,9,3,Extraverted
Female,28,2,9,2,1,3,Lively
Male,20,8,5,9,9,3,Dependable
Female,43,6,5,1,1,2,Responsible
Male,37,10,5,5,10,4,Responsible
Female,56,7,4,2,1,7,Serious
Male,30,10,10,2,7,1,Responsible
Female,39,8,5,10,9,7,Responsible
Male,40,2,4,9,2,7,Lively
Female,53,4,5,9,7,6,Extraverted
Male,60,8,1,7,1,9,Serious
Female,48,1,7,7,4,5,Extraverted
Male,31,9,3,4,1,3,Responsible
Female,24,3,4,9,4,2,Dependable
Male,46,10,7,4,5,1,Responsible
Female,61,8,8,10,3,4,Serious
Male,58,4,9,10,10,6,Serious
Female,24,5,8,4,7,6,Dependable
Male,29,8,3,1,10,10,Dependable
Female,39,4,2,10,5,5,Lively
Male,56,9,5,4,5,9,Serious
Female,22,4,10,9,10,10,Dependable
Male,64,2,6,4,10,8,Serious
Female,48,9,6,10,4,9,Extraverted
Male,63,7,7,8,4,7,Serious
Female,39,4,8,8,6,8,Lively
Male,32,4,1,1,2,5,Lively
Female,35,1,9,9,9,5,Lively
Male,30,10,5,5,2,8,Responsible
Female,49,5,3,4,8,10,Extraverted
Male,61,4,10,1,6,2,Serious
Female,56,5,2,3,6,5,Serious
Male,50,4,7,10,5,10,Extraverted
Female,37,5,5,6,10,7,Lively
Male,41,3,4,10,4,8,Lively
Female,29,4,10,2,8,3,Dependable
Male,57,2,10,10,5,7,Serious
Female,61,5,9,7,6,2,Serious
Male,29,9,4,1,7,3,Dependable
Female,41,8,2,1,5,3,Responsible
Male,58,7,1,2,3,5,Serious
Female,62,1,9,10,3,10,Serious
Male,56,5,1,1,5,10,Serious
Female,62,6,7,8,4,1,Serious
Male,64,3,1,5,10,10,Serious
Female,64,10,3,3,5,8,Serious
Male,41,10,7,10,2,6,Responsible
Female,61,5,1,2,2,7,Serious
Male,37,2,2,3,8,1,Lively
Female,50,1,7,7,1,3,Extraverted
Male,24,10,9,10,1,1,Dependable
Female,52,7,10,2,9,9,Extraverted
Male,53,10,7,4,1,1,Serious
Female,30,5,4,8,4,4,Lively
Male,30,6,1,5,9,1,Dependable
Female,23,8,8,8,4,2,Dependable
Male,29,3,4,6,5,2,Lively
Female,20,8,2,1,4,2,Dependable
Male,57,9,8,9,3,4,Serious
Female,50,10,10,3,4,5,Extraverted
Male,53,1,5,2,8,8,Extraverted
Female,43,6,1,6,10,6,Extraverted
Male,57,2,2,10,10,6,Serious
Female,26,7,6,7,1,7,Dependable
Male,49,8,8,7,4,2,Extraverted
Female,55,2,8,7,1,5,Serious
Male,57,7,8,4,5,10,Serious
Female,61,8,5,10,4,1,Serious
Male,21,8,7,6,1,6,Dependable
Female,39,9,6,5,7,6,Responsible
Male,47,1,2,6,4,8,Extraverted
Female,33,10,3,4,9,5,Responsible
Male,64,5,1,1,3,4,Serious
Female,63,5,5,9,9,10,Serious
Male,56,5,1,6,1,6,Serious
Female,45,10,10,1,5,6,Responsible
Male,51,9,8,6,6,7,Extraverted
Female,28,3,2,5,2,8,Lively
Male,34,10,6,1,3,5,Responsible
Female,28,8,7,6,5,2,Dependable
Male,33,8,4,7,8,7,Responsible
Female,42,10,7,1,3,9,Responsible
Male,20,3,8,10,3,2,Dependable
Female,60,8,5,1,7,7,Serious
Male,42,1,2,8,6,8,Lively
Female,34,5,9,8,2,8,Lively
Male,18,2,3,4,9,4,Dependable
Female,38,7,10,7,10,2,Responsible
Male,32,2,3,7,5,10,Lively
Female,21,7,7,4,3,9,Dependable
Male,64,2,9,6,3,9,Serious
Female,57,1,8,2,10,7,Serious
Male,20,10,2,4,2,7,Dependable
Female,57,4,1,2,6,4,Serious
Male,42,7,2,9,6,10,Responsible
Female,27,8,1,9,9,7,Dependable
Male,29,3,1,4,7,1,Lively
Female,52,6,1,8,2,4,Extraverted
Male,42,7,7,9,8,2,Responsible
Female,41,10,3,3,3,4,Responsible
Male,49,5,1,3,4,1,Extraverted
Female,62,10,7,9,1,3,Serious
Male,35,9,10,6,4,3,Responsible
Female,47,4,10,5,4,10,Extraverted
Male,53,7,10,9,4,1,Extraverted
Female,30,6,8,9,1,1,Lively
Male,44,5,5,3,4,2,Extraverted
Female,41,8,5,6,3,6,Responsible
Male,51,6,6,3,5,8,Extraverted
Female,24,2,5,8,3,10,Dependable
Male,59,4,9,8,6,5,Serious
Female,18,3,5,3,5,10,Dependable
Male,48,9,8,9,10,7,Extraverted
Female,42,10,9,9,2,6,Responsible
Male,27,8,9,8,10,10,Dependable
Female,32,9,10,3,6,7,Responsible
Male,28,2,10,5,2,8,Lively
Female,46,7,3,8,8,10,Extraverted
Male,39,3,10,2,3,2,Lively
Female,21,2,6,4,10,5,Dependable
Male,55,3,6,6,5,1,Serious
Female,20,8,7,4,4,9,Dependable
Male,46,9,6,2,4,7,Extraverted
Female,21,7,4,2,4,1,Dependable
Male,24,5,6,9,5,1,Dependable
Female,59,6,7,4,5,3,Serious
Male,33,4,8,9,7,5,Lively
Female,22,3,7,6,1,9,Dependable
Male,20,2,7,7,6,3,Dependable
Female,40,7,6,5,10,1,Responsible
Male,51,6,7,1,1,1,Extraverted
Female,61,9,10,5,3,5,Serious
Male,57,4,1,7,3,7,Serious
Female,44,10,9,2,1,7,Responsible
Male,52,2,10,8,2,10,Extraverted
Female,53,8,3,4,3,2,Serious
Male,61,5,4,2,1,7,Serious
Female,30,10,8,7,6,1,Responsible
Male,41,5,2,5,8,9,Lively
Female,35,1,8,7,10,9,Lively
Male,43,1,6,5,3,6,Extraverted
Female,57,8,2,4,10,5,Serious
Male,38,6,8,1,1,7,Responsible
Female,45,10,10,8,5,6,Responsible
Male,22,7,5,2,5,1,Dependable
Female,34,10,5,4,1,9,Responsible
Male,25,9,1,4,7,1,Dependable
Female,58,6,6,1,6,5,Serious
Male,28,3,4,2,7,2,Dependable
Female,34,6,1,1,10,5,Responsible
Male,54,6,1,5,10,8,Serious
Female,64,4,10,10,8,4,Serious
Male,64,2,1,4,9,5,Serious
Female,33,5,7,7,5,1,Lively
Male,44,6,1,9,6,9,Extraverted
Female,19,7,7,5,9,7,Dependable
Male,54,3,9,1,2,4,Extraverted
Female,36,9,4,7,6,5,Responsible
Male,26,1,4,8,5,8,Dependable
Female,52,3,1,7,6,3,Extraverted
Male,23,9,4,6,8,10,Dependable
Female,23,3,9,1,3,7,Dependable
Male,31,8,7,3,8,6,Responsible
Female,46,6,6,8,4,10,Extraverted
Male,48,2,5,4,6,8,Extraverted
Female,18,9,9,5,3,9,Dependable
Male,61,3,5,1,3,10,Serious
Female,56,7,5,2,4,7,Serious
Male,25,9,3,10,4,6,Dependable
Female,36,6,6,4,5,1,Responsible
Male,52,6,2,8,6,9,Extraverted
Female,54,6,9,7,1,8,Extraverted
Male,61,6,8,3,6,9,Serious
Female,46,2,9,10,9,7,Extraverted
Male,36,10,7,8,7,6,Responsible
Female,44,9,7,7,7,4,Responsible
Male,61,2,8,4,3,6,Serious
Female,23,5,9,9,10,7,Dependable
Male,42,8,5,10,6,8,Responsible
Female,26,3,3,10,3,3,Dependable
Male,40,8,10,1,1,10,Responsible
Female,64,7,2,8,8,2,Serious
Male,54,1,4,1,8,4,Extraverted
Female,48,4,1,4,1,5,Extraverted
Male,48,4,1,5,2,8,Extraverted
Female,50,4,4,7,8,4,Extraverted
Male,25,7,3,5,9,5,Dependable
Female,30,9,2,5,1,3,Responsible
Male,43,6,6,3,5,1,Responsible
Female,40,5,7,9,10,8,Lively
Male,49,1,7,9,9,7,Extraverted
Female,23,7,6,4,10,9,Dependable
Male,57,3,9,3,6,7,Serious
Female,25,7,9,8,4,9,Dependable
Male,41,7,4,1,9,2,Responsible
Female,42,1,10,5,9,4,Lively
Male,31,8,2,10,6,2,Responsible
Female,23,8,3,9,1,7,Dependable
Male,51,5,3,10,6,8,Extraverted
Female,49,6,3,7,1,9,Extraverted
Male,28,5,4,3,5,10,Dependable
Female,27,3,4,4,2,10,Dependable
Male,23,9,1,1,4,1,Dependable
Female,32,4,10,10,7,7,Lively
Male,56,3,1,9,7,5,Serious
Female,26,7,9,8,6,8,Dependable
Male,57,9,9,2,5,4,Serious
Female,30,9,10,6,4,2,Responsible
Male,41,2,5,1,5,2,Lively
Female,42,3,9,2,10,7,Lively
Male,48,7,2,5,10,9,Extraverted
Female,40,6,10,1,1,3,Responsible
Male,31,7,6,2,6,1,Responsible
Female,26,4,2,9,5,9,Dependable
Male,19,7,6,6,10,4,Dependable
Female,36,8,6,10,2,4,Responsible
Male,64,5,3,9,4,7,Serious
Female,58,1,5,8,8,1,Serious
Male,39,3,8,8,10,1,Lively
Female,24,4,1,3,4,7,Dependable
Male,31,7,8,7,7,7,Lively
Female,58,5,5,2,4,5,Serious
Male,53,1,2,9,6,9,Extraverted
Female,32,10,6,6,3,2,Responsible
Male,21,3,6,10,2,4,Dependable
Female,32,6,5,8,2,5,Lively
Male,19,6,4,8,7,9,Dependable
Female,43,1,4,5,9,9,Extraverted
Male,46,10,1,6,5,3,Responsible
Female,29,2,8,6,9,3,Lively
Male,38,6,8,4,6,4,Responsible
Female,31,6,1,1,2,3,Responsible
Male,21,5,2,5,5,6,Dependable
Female,50,7,5,3,5,6,Extraverted
Male,41,8,5,4,5,1,Responsible
Female,57,1,4,3,6,2,Serious
Male,40,4,3,4,5,9,Lively
Female,50,3,8,8,6,10,Extraverted
Male,53,4,4,7,3,6,Extraverted
Female,63,5,7,10,9,4,Serious
Male,63,10,4,8,3,3,Serious
Female,31,3,2,5,6,3,Lively
Male,54,4,5,9,9,5,Extraverted
Female,38,1,2,9,5,3,Lively
Male,56,1,4,3,4,1,Serious
Female,52,4,10,2,8,2,Extraverted
Male,48,9,6,5,7,4,Extraverted
Female,33,4,3,5,8,10,Lively
Male,57,3,5,2,7,3,Serious
Female,37,5,3,1,10,3,Responsible
Male,36,1,3,6,7,10,Lively
Female,25,7,6,10,5,9,Dependable
Male,27,9,3,3,9,8,Dependable
Female,30,2,5,4,3,4,Lively
Male,28,10,6,9,10,4,Dependable
Female,20,3,3,10,10,8,Dependable
Male,45,1,4,6,3,3,Extraverted
Female,46,6,1,7,3,3,Extraverted
Male,50,3,7,7,10,1,Extraverted
Female,53,8,2,3,8,5,Serious
Male,60,7,10,5,8,4,Serious
Female,30,2,7,7,3,8,Lively
Male,50,10,2,4,5,3,Extraverted
Female,43,1,8,5,6,9,Extraverted
Male,44,2,8,4,10,7,Extraverted
Female,33,8,7,8,6,3,Responsible
Male,48,1,9,2,3,3,Extraverted
Female,40,4,3,7,1,4,Lively
Male,18,2,9,4,1,8,Dependable
Female,63,4,10,4,4,10,Serious
Male,25,4,2,1,10,5,Dependable
Female,51,3,8,5,6,10,Extraverted
Male,56,3,8,5,9,6,Serious
Female,59,3,8,7,10,2,Serious
Male,24,4,4,3,4,10,Dependable
Female,46,7,4,3,10,1,Extraverted
Male,19,1,4,9,8,10,Dependable
Female,38,3,8,2,7,10,Lively
Male,56,7,4,7,2,10,Serious
Female,64,2,5,1,10,3,Serious
Male,23,1,2,5,5,10,Dependable
Female,32,10,6,4,5,5,Responsible
Male,60,4,6,7,8,7,Serious
Female,54,4,5,9,4,8,Extraverted
Male,20,2,9,2,1,6,Dependable
Female,51,6,5,6,3,3,Extraverted
Male,24,6,4,1,7,7,Dependable
Female,20,2,5,10,9,9,Dependable
Male,62,1,10,8,9,2,Serious
Female,27,2,10,10,1,1,Dependable
Male,20,4,8,3,8,5,Dependable
Female,22,5,10,8,1,2,Dependable
Male,64,4,5,8,8,10,Serious
Female,42,2,8,1,2,10,Lively
Male,41,3,8,10,4,10,Lively
